課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,課程概述,課程目標,課程要求,評量方式,備註,預期學習時數,詳情頁URL
食品加工學,蘇南維,32134,AC5008,623 U0540,必修,農業化學系 / 食品科技學程,"四 1, 2, 6",,1 類,中文授課,3,35,本課程係介紹食品之加工目的、方法與操作條件，由蘇南維老師講授食品之化學與營養組成、食品照射與微波應用、半濕性食品、發酵食品與食品的冷凍及冷藏及工廠衛生；吳瑞碧老師講授熱加工處理與商業滅菌；賴喜美老師講授乾燥與濃縮、食品儲藏之安定性、品質變化、防腐劑與添加劑的使用與食品包裝。,"1. Introduction of food preservation
2. Chemical & nutritive constituents 
3. Principle of water removal: Drying & concentration
4. Food irradiation & Microwave heating
5. Ambient & low-temperature
6. Thermal processing
7. Deterioration of foods
8. Semi-moist foods
9. Food fermentation
10.Chemical preservation & food additives
11.Food packaging
12.Cereal processing
13.Food storage stability &quality assurance
14.Food regulation
15.Water & waste treatment
16.Plant sanitation",待補,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","農化系 群組必修，8科目中必修7學分。與賴喜美、陳明煦合授
食品科技學程 群組必修，8科目中必修7學分。屬食品加工課程群，至少必修3學分，農化系開。與賴喜美、陳明煦合授",,https://course.ntu.edu.tw/courses/114-1/32134
土壤化學分析,何聖賓,20590,AC5044,623 U4080,選修,農業化學系 / 農業化學研究所,"五 3, 4",,2 類,中文授課,2,30,本課程係由原來農化系土肥組必修的土壤化學實驗課程調整而成，為兩個小時的講演。課程中將介紹各種土壤化學性質的基本原理、分析方法的演進與剖析、分析技巧、以及分析結果的解釋及其實用意義，希望學生們於認真學習後，能立即應用於大學三、四年級以上之專題研究工作上。課程內容包括土壤採樣與土壤化學分析的QA/QC、黏土礦物鑑別(介紹晶體構造之基本概念、層狀矽酸鹽礦物及鐵、鋁、錳氧化物等之構造等)、土壤緩衝能力與pH值之動力學變化(土壤pH值測定法及土壤Q/I概念的介紹)、土壤氮素分析、土壤磷素分析、土壤鉀素分析、土壤陽離子交換現象及離子選擇性係數之測定、土壤表面電荷分析、土壤吸附現象、土壤氧化還原電位的測定、可溶性鹽類分析、游離氧化鐵、錳分析、土壤有機質分析(包括土壤有機質含量測定、腐植質之抽取、官能基測定等)以及土壤無機污染物分析等。,將分析化學及儀器分析學的原理及技術，應用在基本土壤化學特性的分析上，使學生於認真學習後，立即能應用於大學三、四年級以上之專題研究工作上。,必須先修土壤學及土壤學實驗．,"90%	

隨堂測驗

上課第二週開始每週進行15~20分鐘的隨堂測驗。


10%	

作業

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/20590
微生物生理學,陳宜龍,15981,AC5059,623 U4270,選修,農業化學系 / 農業化學研究所,"一 8, 9",,1 類,中文授課,2,40,"本課程的授課架構是基於以下參考書Microbial Physiology: Unity and Diversity
透過對微生物生理學的深入探討，一方面強調微生物之間統一的特徵，另一方面討論各別獨特的特性。本課程分為兩部分：第一部分涵蓋微生物生理學的基礎，包括三大生命領域、代謝途徑、細胞組成、細胞生長、能量學以及呼吸和發酵的機制。第二部分則探索微生物多樣性的多樣性，涵蓋不同的能量來源與代謝途徑、微生物對碳、硫和氮循環的貢獻、細胞結構和運輸過程、細菌運動、化學趨向性及群體感應等主題。","1. 了解微生物生理學的基本概念，包括代謝途徑、細胞結構與能量生成機制。
2. 探討微生物在多樣環境中的適應機制與代謝多樣性。
3. 分析微生物在生態系統中的功能與工業應用的潛力。
4. 藉由微生物生理學所學，衡量及評估微生物在溫室氣體總量及通量的影響。","本課程不開放旁聽

建議先修課程
1、普通微生物學
2、生物化學","40%	

回家作業

每週繳交，完成即得分


30%	

期中考


30%	

期末考

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,1 to 4 hours,https://course.ntu.edu.tw/courses/114-1/15981
植物生物技術概論,洪傳揚,19793,AC5063,623 U4310,選修,農業化學系 / 農業化學研究所,"四 8, 9",,3 類,中文授課,2,50,"The accomplishment in plant transformation techniques has provided an unprecedented opportunity to the manipulation of genetic engineering and plant molecular farming. The overall aim of the course is to equip students with a solid foundation in new approaches that integrate biochemistry, genetics, molecular biology, and biotechnological techniques to answer biological questions in novel ways.",This course will 1) provide an overview of the fundamemtal knowledge of plant biotechnology; 2)the development of plant biotechnology; and 3) the application of plant biotechnology.,Biochemistry,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/19793
分子辨識,徐駿森,50197,AC5066,623 U4340,選修,農業化學系 / 基因體與系統生物學學位學程 / 農業化學研究所,"三 8, 9",,3 類,中文授課,2,30,分子辨識課程是應用結構生物、化學生物與分子生物學來探討生命科學的一門課。無論在動物、植物或是微生物的系統，生命現象從微觀的角度來看就是細胞內生物分子經由交互作用而造成訊息傳遞與命令執行之功能。此外，醫學或農業上的病毒或病菌感染、也是藉由特定分子的辨識為起始，進而入侵宿主。瞭解這些生物分子之分子辨識作用，除了能說明其作用機制，並在應用上可發展策略用於抑制或促進其辨識作用及生物活性。,此課程以深入淺出的方式，一開始說明分子辨識的化學原理，接著介紹各項研究分子交互作用之結構與生物物理工具。並以數個具有啟發性的生物交互作用系統為範例。最後由文獻討論來讓參與課程者能將分子結構觀念帶入本身正在研究或有興趣的領域。,歡迎大三以上與研究所不同背景學生，但若未修過生物化學，請先與老師溝通。,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/50197
環境毒物學原理,陳佩貞,50372,AC5067,623 U4350,選修,農業化學系 / 農業化學研究所,"三 3, 4",,1 類,中文授課,2,20,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,,https://course.ntu.edu.tw/courses/114-1/50372
土壤化學特論,許正一,49341,AC5068,623 U4360,選修,農業化學研究所,"一 10, A, B, C / 二 10, A, B, C / 三 10, A, B, C / 四 10, A, B, C / 五 10, A, B, C",,1 類,英文授課,1,30,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",本課程以英語授課。密集課程。12/22-26第五教室上課.與Dr.Franz Zehetner合授.停修截止:12/25,,https://course.ntu.edu.tw/courses/114-1/49341
微生物學特論,楊秋忠,48187,AC5085,623 U4510,選修,農業化學系 / 農業化學研究所,"四 2, 3, 4",,1 類,中文授課,1,40,本課程內容涵蓋土壤微生物的多樣性；微生物與生質能源的關鍵；微生物對植物生長特性及作用機制；微生物在生物復育之應用介紹。,"1. 傳授微生物與自然循環、生質能源、植物生長及環境復育的原理及關鍵。
2. 啟發及洞察微生物的奧秘及應用。",,"100%	

期末書面報告

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",密集課程。上課時間9/4.9/11.10/2.11/6.11/20.12/4.停修截止日：12/4.,,https://course.ntu.edu.tw/courses/114-1/48187
食品分析,賴喜美,20632,AC5091,623 U0400,選修,農業化學系 / 園藝暨景觀學系 / 生化科技學系 / 食品科技學程,"一 3, 4",,1 類,中文授課,2,80,"本課程係介紹食品之化學成分、性質及對食品品質之影響。由蘇南維老師講授食品之一般組成、水分活性及油脂，徐駿森老師講授胺基酸、蛋白質與酵素，賴喜美老師講授醣類與添加物；授課對象為農化系大三學生，並歡迎對課程內容有興趣之其他同學選修。
【進度】
1.一般成分/水分
2.油脂
3.油脂
4.油脂
5.油脂
6.胺基酸與胜&#32957;
7.蛋白質
8.蛋白質
9.蛋白質
10.酵素
11.醣類
12.醣類
13.醣類
14.醣類
15.添加物","This course is designed for students to develop an understanding of the chemical properties of the major food components to background in food processing and product development, food safety and advanced chemical analysis. Water, proteins, fats, carbohydrates and the nature of specific food system attributes such as colour, enzymes, vitamins, minerals, and toxicants are considered in detail.",基礎有機化學 先修科目,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","農化系、生技系 與蘇南維、徐駿森、黃玉萍合授
食品科技學程 農化系開。與蘇南維、徐駿森、黃玉萍合授
園藝系 利用群必修。與蘇南維、徐駿森、黃玉萍合授",,https://course.ntu.edu.tw/courses/114-1/20632
食品分析實驗,賴喜美,36334,AC5092,623 U0410,選修,農業化學系 / 生化科技學系 / 食品科技學程,"二 6, 7, 8, 9",,2 類,中文授課,2,28,"生物材料具有多樣性及不均勻性，當以生物材料為研究題材或生產原料時，生物材料的一般組成分析與測定是首先必須要進行的項目。如何進行正確的取樣、選擇適當的分析與測定方法、及如何善用統計分析的原理獲得可靠的分析數據，並做出確切的比較與報告，均是農化系同學進入專業實驗室必備的基礎訓練，也是農化系同學在畢業後，不論是在分析檢驗實驗室、學術實驗研究室、生技公司、食品工廠等工作領域上最基礎的必備技能。


課程設計本課程主要分為兩大部分：上半學期為各項生物材料的一般成分分析介紹，著重於化學與物理性質的分析與測定的實驗操作教授與練習；下半學期為生物材料特定成分的分析與測定。著重於儀器分析原理、樣品處理與測定條件設定等之介紹與操作練習。課程中除了生物材料分析實驗的介紹與操作訓練外，尚包括文獻資料搜尋、數據處理、報告撰寫、口頭報告等訓練。

課次	主題
1	數據處理與統計分析實驗預備：分組、注意事項說明、實驗室清理
3	灰分、礦物質(鈣)、食鹽含量測定
4	總醣(可溶性糖及澱粉)含量測定
5	直鏈澱粉含量測定、澱粉糊液黏度性質測定
7	蛋白質分離與麵筋性質測定
8	粗脂肪及粗蛋白含量測定（一）
9	粗脂肪及粗蛋白含量測定（二）
10	蛋白液水解程度之測定（氨態氮、胺基態氮及甲醛態氮之測定）
11	油脂性質之測定（油脂酸價、皂化價及過氧化價之測定）
12	1.茶葉多酚類含量測定
         2.酒精中甲醇含量之測定（呈色法）
13	萃取試驗：有機混合物之酸、中、鹼區分
14	市售口含錠維生素C含量之分析（HPLC法）
15	甲基酯化衍生物之GC分析：三酸甘油酯之脂肪酸組成分析
17	期末測驗","本課程的目的是希望經由實驗的操作練習及報告的撰寫訓練，使農化系的同學能具有正確且紮實的生物材料分析與測定的實驗操作能力。
本課程的主要目標如下：
1.生物材料一般成分、機能性成分與其他成分分析實驗技術的訓練
2.生物材料儀器分析介紹與操作訓練
3.化學分析結果數據統計處理的訓練",需修畢或與食品分析同時選修。,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","農化系、生技系 農化系學生優先。第六節在農化一第五教室講解。與蘇南維、黃玉萍合授
食品科技學程 農化系學生優先。第六節在農化一第五教室講解。農化系開。與蘇南維、黃玉萍合授",,https://course.ntu.edu.tw/courses/114-1/36334
食品分析實驗,賴喜美,21970,AC5092,623 U0410,選修,農業化學系 / 食品科技學程 / 生化科技學系,"四 6, 7, 8, 9",,2 類,中文授課,2,28,"生物材料具有多樣性及不均勻性，當以生物材料為研究題材或生產原料時，生物材料的一般組成分析與測定是首先必須要進行的項目。如何進行正確的取樣、選擇適當的分析與測定方法、及如何善用統計分析的原理獲得可靠的分析數據，並做出確切的比較與報告，均是農化系同學進入專業實驗室必備的基礎訓練，也是農化系同學在畢業後，不論是在分析檢驗實驗室、學術實驗研究室、生技公司、食品工廠等工作領域上最基礎的必備技能。


課程設計本課程主要分為兩大部分：上半學期為各項生物材料的一般成分分析介紹，著重於化學與物理性質的分析與測定的實驗操作教授與練習；下半學期為生物材料特定成分的分析與測定。著重於儀器分析原理、樣品處理與測定條件設定等之介紹與操作練習。課程中除了生物材料分析實驗的介紹與操作訓練外，尚包括文獻資料搜尋、數據處理、報告撰寫、口頭報告等訓練。

課次	主題
1	數據處理與統計分析實驗預備：分組、注意事項說明、實驗室清理
3	灰分、礦物質(鈣)、食鹽含量測定
4	總醣(可溶性糖及澱粉)含量測定
5	直鏈澱粉含量測定、澱粉糊液黏度性質測定
7	蛋白質分離與麵筋性質測定
8	粗脂肪及粗蛋白含量測定（一）
9	粗脂肪及粗蛋白含量測定（二）
10	蛋白液水解程度之測定（氨態氮、胺基態氮及甲醛態氮之測定）
11	油脂性質之測定（油脂酸價、皂化價及過氧化價之測定）
12	1.茶葉多酚類含量測定
         2.酒精中甲醇含量之測定（呈色法）
13	萃取試驗：有機混合物之酸、中、鹼區分
14	市售口含錠維生素C含量之分析（HPLC法）
15	甲基酯化衍生物之GC分析：三酸甘油酯之脂肪酸組成分析
17	期末測驗","本課程的目的是希望經由實驗的操作練習及報告的撰寫訓練，使農化系的同學能具有正確且紮實的生物材料分析與測定的實驗操作能力。
本課程的主要目標如下：
1.生物材料一般成分、機能性成分與其他成分分析實驗技術的訓練
2.生物材料儀器分析介紹與操作訓練
3.化學分析結果數據統計處理的訓練",需修畢或與食品分析同時選修。,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","農化系、生技系 農化系學生優先。第六節在農化一第五教室講解。與蘇南維、黃玉萍合授
食品科技學程 農化系學生優先。第六節在農化一第五教室講解。農化系開。與蘇南維、黃玉萍合授",,https://course.ntu.edu.tw/courses/114-1/21970
食品衛生管理與品質評估,黃玉萍,29676,AC5093,623 U0490,選修,農業化學研究所 / 台灣大學遠距教學課程,"三 7, 8, 9",,2 類,英文授課,2,25,"Lecture 1: Introduction
Lecture 2: Food microbial, contamination, spoilage, fermentation
Lecture 3: Food nanotechnology
Lecture 4: Fresh-cut products, minimal processing technologies 
Lecture 5: Food poisoning and its prevention measure
Lecture 6: Food Allergens
Lecture 7: Chemical analysis for dietary supplements and botanicals
Lecture 8: Food function
Lecture 9: Applications of mass spectrometry for food analysis
Lecture 10: Quality of food materials & measurements",本課程為國立臺灣大學與日本筑波大學合作開設的遠距課程，教學目標為教授近年來在食品科學領域備受重視的食品材料與機能之機制與探討、食品衛生安全與法規，並介紹奈米技術在食品領域之發展與應用。為符合兩國的學制要求與上課時間的搭配，此課程將依照下表時程與內容方式進行，以使更多對此課程有興趣的同學可以順利修課。,本課程以英文授課；須全程出席參與。,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",本課程以英語授課。與日本筑波大學合授。第一次(9/3)14:20農化一第五教室必到，其餘在計資中心106教室。與賴喜美、呂廷璋、羅翊禎、陳宏彰、丁俞文合授,,https://course.ntu.edu.tw/courses/114-1/29676
生物資訊學,陳宜龍,95082,AC5101,623 U5080,選修,農業化學系 / 農業化學研究所,"三 6, 7",,1 類,中文授課,2,40,本課程旨在介紹微生物基因體與轉錄體的基本概念與分析方法，並透過實際操作常用的生物資訊工具（如 Artemis、KBase、Visual Studio Code 及基礎命令列環境），引導學生理解從 DNA 到 RNA 的研究流程。課程中學生將以分組方式（1–2 人一組），進行基因體與轉錄體數據的系統性分析，並完成兩個專題報告。課程同時強調基礎理論、實務操作與科學溝通能力的培養，協助學生建立微生物基因體學與轉錄體學的應用基礎。,"修習本課程後，學生應能達成以下目標：
1.	理解核心概念：掌握基因體與轉錄體分析的基礎原理
2.	熟悉常見資料格式與資源：能讀懂並處理 FASTA、GBK、GFF、FASTQ 等格式，並利用 RegulonDB、EcoCyc 等資源補充基因體註解。
3.	操作分析工具：能夠使用 KBase 進行基因體組裝、註解、轉錄體比對與差異表達分析，並利用 Artemis 與 VS Code 進行資料檢視與解讀。
4.	基礎命令列能力：理解命令列操作的基本原理，能進行基礎的資料檢視與品質控制（如 FastQC）。
5.	資料解讀與科學思辨：能將基因體與轉錄體分析結果與生物學意義連結，培養解讀數據與討論的能力。","本課程不開放旁聽
每門課程請攜帶筆記型電腦

建議先修課程
1、普通微生物學
2、生物化學
3、分子生物學

Pre-class（課前準備）
1.	註冊 KBase 帳號（https://www.kbase.us/）
2.	安裝 Artemis (https://sanger-pathogens.github.io/Artemis/Artemis/)
3.	安裝 Visual Studio Code (VS Code；https://code.visualstudio.com)","42%	

回家作業

每週繳交，完成即得分


28%	

Project 1 – Genome Analysis

期中作業


30%	

Project 2 – Transcriptome Analysis

期末作業

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",,1 to 4 hours,https://course.ntu.edu.tw/courses/114-1/95082
